DrugName	CID
5-HYDROXYDECANOIC ACID	1825
5-HYDROXYMETHYL-CHONDURITOL	5288564
5-HYDROXYMETHYLFURFURAL	237332
5-Hmdptme	123696
5-Hydroxydiclofenac	3052566
5-Hydroxydopamine	114772
5-Hydroxyflavone	68112
5-Hydroxyindole	16054
5-Hydroxyindole-3-acetic acid	1826
5-Hydroxymethylcytosine	70751
5-Hydroxymethylflucloxacillin	64708
5-Hydroxytryptophol	9061
5-Hydroxyvaleric acid	25945
5-Iodo-1H-indazole	21894739
5-Iodosalicylic acid	8388
5-Iodotubercidin	97297
5-Iodouracil	69672
5-METHOXYINDOLE	13872
5-METHOXYTRYPTAMINE	1833
5-METHYL-2-[(PHENYLSULFONYL)AMINO]BENZOIC ACID	6102684
5-Me-CycloSal-d4TMP	465615
5-Mercapto-pentanoic acid	10909614
5-Methoxy-alpha-methyltryptamine	36906
5-Methoxycarbonylamino-N-acetyltryptamine	4284525
5-Methoxyflavone	94525
5-Methyl-3,4-diphenylisoxazole	9991673
5-Methylcytosine	65040
5-Methylurapidil	5640
5-N-ALLYL-ARGININE	5287706
5-Naphthalen-2-yl-1H-imidazole	
5-Nitroindazole	21501
5-Nitroso-8-quinolinol	19103
5-OH-Dpat	172267
5-OH-Vpa	135244
5-Phenyl-1,3,4-oxadiazole-2-thiol	735254
5-Phenyl-1,3,4-thiadiazole-2-thiol	3035373
5-Phenyl-5-(p-tolyl)hydantoin	92334
5-Phosphoribosyl 1-pyrophosphate	7339
5-Phosphoribosyl 1-pyrophosphate	20848918
5-Pregnene-3-ol-20-one	1027
5-Pregnene-3-ol-20-one	11823250
5-Substituted 1-Phenylbenzimidazole 22	5328512
5-[2,3-DICHLORO-4-(5-{1-[2-(2-GUANIDINO-4-METHYL-PENTANOYLAMINO)-ACETYL]-PIPERIDIN-4-YL}-1-METHYL-1H-PYRAZOL-3-YL)-PHENOXYMETHYL]-FURAN-2-CARBOXYLIC ACID	5288251
5-alpha-Dihydroprogesterone	92810
5-amino-2-(4-methylphenyl)-1,3-oxazole-4-carboxamide	11543063
5-amino-2H-isoquinolin-1-one	2072
5-aminoquinolin-8-ol	416002
5-azacytidine	9444
5-benzyl-1,3,4-oxadiazole-2-thiol	1987817
5-bromo-1H-indazole	761929
5-bromo-2-{[(4-chlorophenyl)sulfonyl]amino}benzoic acid	1069140
5-bromo-N-quinolin-8-ylthiophene-2-sulfonamide	2240993
5-cyclohexyl-1,3,4-oxadiazole-2-thiol	3803233
5-deoxyabyssinin II	44424649
5-desgalloylstachyurin	10417809
5-desgalloylstachyurin	100927666
5-fluoro-6-iodo-UMP	
5-fluorodeoxyuridine monophosphate	8642
5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one	3473
5-hydroxynaphthalene-1-sulfonamide	87031
5-hydroxytryptophan	144
5-iodo,5'-deoxytubercidin	9842606
5-isopropyl-1H-pyrazole-3-carboxylic acid	776421
5-methylenearisteromycin	11737492
5-nitroindirubin-3'-oxime	
5-phenethyl-1H-pyrazole-3-carboxylic Acid	11830866
5-phenyl-1H-indazol-3-amine	11492186
5-piperidin-1-ylsulfonyl-1H-indole-2,3-dione	4117383
5-trans U-44069	91746438
501925-31-1	311434
503468-95-9	11327430
506-26-3	5280933
5109870_MCF7_DOWN	
5109870_MCF7_UP	
5114445_MCF7_DOWN	
5114445_MCF7_UP	
5140203_MCF7_UP	
5151277_MCF7_UP	
5152487_MCF7_UP	
5155877_MCF7_DOWN	
5155877_MCF7_UP	
5155877_PC3_DOWN	
5155877_PC3_UP	
5162773_MCF7_DOWN	
5162773_MCF7_UP	
5182598_MCF7_DOWN	
5182598_MCF7_UP	
5186223_MCF7_DOWN	
5186324_MCF7_UP	
5194442_MCF7_DOWN	
5194442_MCF7_UP	
5194442_PC3_DOWN	
5194442_PC3_UP	
51982-36-6	5280883
5211181_MCF7_UP	
5213008_MCF7_DOWN	
5213008_MCF7_UP	
5224221_MCF7_DOWN	
5224221_MCF7_UP	
5230742_MCF7_UP	
5248896_MCF7_UP	
525-72-4	54456
5252917_MCF7_UP	
5253409_MCF7_UP	
5255229_MCF7_UP	
5279552_MCF7_UP	
5286656_MCF7_UP	
54397-85-2	5283137
5447-37-0(D2 Roche)	
553-03-7	64796
556813-39-9	9957049
5616-30-8	412201
5630-53-5	444008
5655-01-6	135488881
5666823_MCF7_UP	
5697-56-3	636403
5697-56-3	56965767
5697-56-3	21913
5697-56-3	5311038
5697-56-3	2561
5697-56-3	146036893
5697-56-3	124040726
5697-56-3	134689748
5697-56-3	134613184
5707885_MCF7_DOWN	
5707885_MCF7_UP	
5707885_PC3_DOWN	
5707885_PC3_UP	
57101-49-2	123703
57256-34-5	100185
57688-34-3	2782709
58-64-0	6022
58205-87-1	115059
5H-quinolino[8,7-c][1,2]benzothiazine 6,6-dioxide	659101
5a-androstan-3b-ol	92877
5alpha-Androstane-3b,17b-diol	242332
6'-methylepibatidine	9816611
6(5H)-Phenanthridinone	1853
6,2',4'-trimethoxyflavone	688802
6,7,8-Trimethoxy-1,4-dimethylquinolin-2(1H)-one	42618033
6,7,8-Trimethoxy-4-methylquinolin-2(1H)-one	42618032
6,7-Dimethyl-2-phenylquinoxaline	2048
6,7-dibromoquinoline-5,8-dione	255964
6,7-dichloro-1H-indole-2,3-dione	16786802
6,7-dihydroxyflavone	5353357
6,8-Dimethoxy-1,4-dimethylquinolin-2(1H)-one	42618031
6-(1,1-dimethylallyl)naringenin	10759582
6-(1H-benzimidazol-2-yl)benzo[7]annulen-7-one	
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	6323178
6-(3,3-DMA)chrysin	443123
6-(3-methylphenyl)pteridine-2,4,7-triamine	227595
6-(4-Fluorophenyl)-5-(Pyridin-4-Yl)-2,3-Dihydroimidazo[2,1-B][1,3]thiazole(D2 Roche)	
6-(4-METHYL-1-PIPERAZINYL)-N-(5-METHYL-1H-PYRAZOL-3-YL)-2-[(1Z)-2-PHENYLETHENYL]-4-PYRIMIDINAMINE(D2 Roche)	
6-(4-fluorophenyl)sulfanyl-7H-purine	
6-(4-methylpiperazin-1-yl)-7H-purine	756701
6-(benzenesulfonyl)-2,3-dihydropyridazin-3-one	11701437
6-(cyclohexylmethoxy)-N-phenyl-7H-purin-2-amine	1540
6-(dichloromethyl)-6-methylcyclohexa-2,4-dien-1-one	
6-(ethylphenylsulfamoyl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid 2-methoxy-benzylamide	3619466
6-Acetylmorphine	5462507
6-Amino-5-Fluorouridine 5'-(Dihydrogen Phosphate)	16666487
6-Amino-5-bromouracil	80578
6-Benzyloxy-5-nitroso-pyrimidine-2,4-diamine	181029
6-Benzylthioinosine	6477178
6-Benzylthioinosine	95263
6-Carboxyfluorescein	76806
6-Carboxymethyluracil	73271
6-Chloro-1H-indazole	417524
6-Chloro-3,20-dioxopregna-4,6-dien-17-yl acetate	9324
6-Chloro-3,20-dioxopregna-4,6-dien-17-yl acetate	2714
6-Chloro-3,20-dioxopregna-4,6-dien-17-yl acetate	45043972
6-Chrysenamine	17534
6-Deoxy-D-galactose	
6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE	93114
6-Fluoroflavone	261395
6-Fluoromelatonin	43922
6-Formylpterin	135409352
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	6852129
6-HYDROXY-7,8-DIHYDRO PURINE NUCLEOSIDE	136254582
6-HYDROXY-7,8-DIHYDRO PURINE NUCLEOSIDE	135509108
6-HYDROXYMELATONIN	1864
6-Heptyne-2,5-diamine	122175
6-Hydroxy-1,6-Dihydro Purine Nucleoside	5289205
6-Hydroxychlorzoxazone	2734
6-Hydroxychrysene	37766
6-Hydroxyflavanone	2734580
6-Hydroxyluteolin	5281642
6-Hydroxyquinoline	11374
6-Hydroxytaxol	10056458
6-Hydroxywarfarin	54682459
6-Iodonordihydrocapsaicin	5149140
6-Keto-prostaglandin F1alpha	5280888
6-Ketoestrone	12985714
6-MERCAPTOPURINE MONOHYDRATE	2724350
6-Mercaptopurine	667490
6-Methoxy-2-oxo-2H-chromene-3-carboxylic acid	711717
6-Methoxy-2-phenyl-4-quinolinol	124348
6-Methylthiopurine riboside	9570
6-Morpholin-4-Yl-9h-Purine	76098
6-NITROCHRYSENE	24121
6-Nitro-2,3-dihydroxyquinoxaline	4038142
6-Nitrobenz(a)pyrene	44374
6-Nitroindazole	24239
6-O-phosphono-beta-D-mannopyranose	439198
6-Oxo-PGF1alpha	5280888
6-Thioguanine	2723601
6-[(3-aminophenyl)methoxy]-7H-purin-2-amine	
6-[(3-methylphenyl)methoxy]-7H-purin-2-amine	
6-amino-1-(3-carboxypropyl)-3-(4-methoxyphenyl)pyridazin-1-ium	
6-amino-2-[(1s)-3-amino-1-({3-amino-2-[(tert-butoxycarbonyl)amino]-3-oxopropyl}amino)-3-oxopropyl]-5-methylpyrimidine-4-carboxylic acid	
6-amino-4-trifluoromethylquinolin-2(1H)-one	16090308
6-aminohexanoic acid	564
6-aminonicotinamide	9500
6-azathymine_HL60_DOWN	
6-azathymine_PC3_DOWN	
6-benzylaminopurine_HL60_UP	
6-benzylaminopurine_PC3_UP	
6-bromo-1H-indazole	17842471
6-bromo-5-(methylamino)-2-({(2r,3r,8s,9r,11r)-3,9,11-trimethyl-8-[(2s)-1-oxo-1-(1h-pyrrol-2-yl)propan-2-yl]-1,7-dioxaspiro[5.5]undec-2-yl}methyl)-1,3-benzoxazole-4-carboxylic acid	
6-bromo-5-methyl-1H-indole-2,3-dione	1718647
6-bromo-6-deoxy-l-threo-hex-1-enofuranos-3-ulose	
6-bromo-N-(3-chlorophenyl)quinazolin-4-amine	720635
6-bromoaplysinopsin	135433933
6-bromoindirubin-3'-oxime_MCF7_DOWN	
6-bromoindirubin-3'-oxime_MCF7_UP	
6-bromoindirubin-3'-oxime_PC3_DOWN	
6-bromoindirubin-3'-oxime_PC3_UP	
6-chloroquinoxaline-2,3-diol	81143
6-chlorotacrine	10399068
6-cinnamoylhernandine	46888587
6-deoxypenciclovir	128517
6-desoxonaltrexone	13374610
6-dimethylaminopurine	3134
6-ethyl-4-hydroxyquinoline-3-carboxylic acid	721200
6-fluoronorepinehprine	10352428
6-hydroxybenzbromarone	10320994
6-hydroxymanzamine A	10393120
6-hydroxyuridine 5'-(dihydrogen phosphate)	161647
6-ile-ustiloxin	56661181
6-imidazol-1-ylisoquinoline	
6-methyl-5,6-dihydro-4H-1,3-thiazin-2-amine	1534
6-nitroquipazine	5012
6-oxo-16-formyl-estrone	
6-phosphogluconic acid	91493
6-pyridin-3-ylnaphthalen-2-ol	11514074
6-pyridin-3-ylnaphthalene-2-carbonitrile	
6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID	6420120
602-85-7	14987
602306-29-6	16747683
60282-87-3	3033968
6160-78-7	93577
62414-75-9	3080889
6258-60-2	80407
630-60-4	439501
630-60-4	4605
630-60-4	11527152
630-60-4	637579
630-60-4	15558277
630-60-4	51432361
630-60-4	24840724
630-60-4	138107125
635-65-4	5280352
63741-13-9	123808
6401-97-4	80812
6441-77-6	22948
64551-89-9	152019
647-42-7	69537
65914-84-3	6438587
65914-84-3	14345637
65914-84-3	1398
65914-84-3	14345635
66592-72-1	6438629
67252-82-8	114730
67472-42-8	128848
67526-95-8	446378
678-39-7	69619
693228-63-6	6420138
693228-63-6(D2 Roche)	
6957-76-2	5356758
6S-5,6,7,8-TETRAHYDROBIOPTERIN	135509079
6beta-Hydroxytestosterone	65543
6beta-naltrexol HCl	45110000
7',10,11-Trimethoxyemetan-6'-ol	442195
7,10,13,16-Docosatetraenoic acid, (7E,10E,13E,16E)-	5282844
7,3',4'-Trihydroxyflavone	5322065
7,8,3',4'-tetrahydroxyflavone	688798
7,8,4'-Trihydroxyisoflavone	5466139
7,8-Benzoflavone	11790
7,8-Dihydro-2-methyl-1H-thiopyrano[4,3-d]pyrimidin-4(5H)-one	135522417
7,8-Dimethoxy-1,4-dimethylquinolin-2(1H)-one	42618029
7,8-dichloro-1,2,3,4-tetrahydroisoquinoline	123920
7,8-dihydroxy-4-phenyl-2H-chromen-2-one	5413034
7,9-Octadecadiynoic acid	5312662
7,9-tetradecadiynoic acid	14309406
7-(benzyloxy)-2H-chromen-2-one	910172
7-(benzyloxy)-4-(trifluoromethyl)-2H-chromen-2-one	848780
7-ACA	441328
7-AMINO-4-HYDROXY-2-NAPHTHALENESULFONIC ACID	6868
7-Acetoxy-4-methylcoumarin	366
7-Amino-4-methylcoumarin	92249
7-Benzyloxyquinoline	3035604
7-Benzyloxytryptamine	260806
7-Chloroisatin	344135
7-DIETHYLAMINO-4-METHYLCOUMARIN	7050
7-ETHOXYCOUMARIN	35703
7-Ethoxy-4-(trifluoromethyl)coumarin	130779
7-Ethyl-10-hydroxycamptothecin	104842
7-Hydroxy-4-(trifluoromethyl)coumarin	5375667
7-Hydroxy-4-phenylcoumarin	5357479
7-Hydroxyflavanone	1890
7-Hydroxyflavone	5281894
7-Hydroxyloxapine	193253
7-Hydroxypyrazolo[4,3-d]pyrimidine	135460353
7-Hydroxystaurosporine	72271
7-Hydroxywarfarin	54682507
7-Ketocholesterol	91474
7-METHYL-GPPPA	135415790
7-METHYL-GUANOSINE-5'-TRIPHOSPHATE	135419182
7-METHYL-GUANOSINE-5'-TRIPHOSPHATE	135887824
7-METHYL-GUANOSINE-5'-TRIPHOSPHATE	136107935
7-Methoxy-3H-phenoxazin-3-one	119220
7-Methoxycoumarin	10748
7-Methoxytacrine	119053
7-Methyl-gdp	135659051
7-Methyl-gdp	135460973
7-Methylguanine	135398679
7-Nitro-1,2,3,4-tetrahydroisoquinoline	6424833
7-Nitrobenzanthracene	30086
7-Ohdpat	1219
7-Phloroethol	10480940
7-Propoxy-chromen-2-one	1631814
7-Trifluoromethylisatin	604575
7-[6-(3-hydroperoxyoct-1-en-1-yl)-2,3-dioxabicyclo[2.2.1]hept-5-yl]hept-5-enoic acid	
7-amino-4-chloromethylcoumarin	2762598
7-aminocephalosporanic acid_MCF7_DOWN	
7-aminocephalosporanic acid_PC3_DOWN	
7-aminocephalosporanic acid_PC3_UP	
7-benzylidenenaltrexone	5310988
7-bromo-1H-indazole	20323899
7-butoxychromen-2-one	
7-chloro-1H-indazole	11116249
7-chloro-3-nitro-3,4-dihydro-1H-quinolin-2-one	10220180
7-fluoro-2-phenyl-4H-chromen-4-one	261394
7-hydroxy-3-phenyl-2H-chromen-2-one	5393176
7-hydroxycostunolide	5471440
7-hydroxycoumarin	5281426
7-methoxy-1H-indazole	10441839
7-methylguanosine	135445750
7-methylguanosine	6474236
7-methylguanosine	137239458
7-nitroindazole	1893
7-nitroindazole-2-carboxamidine	1894
7-oxabicyclo[4.1.0]heptane-2,3,4,5-tetrol	2859
7-{8-[(2,2-dimethylbutanoyl)oxy]-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl}-3,5-dihydroxyheptanoic acid	5218
7-{[hydroxy(dithiophen-2-yl)acetyl]oxy}-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonane bromide	
71030-37-0	13786989
71030-37-0	1413
71030-37-0	5312983
71030-37-0	5353272
71030-37-0	134689024
71074-49-2	99959
722544-51-6	16007391
72255-35-7	5353348
7292-71-9	290730
73151-66-3	5353268
73151-67-4	169
73151-67-4	5312972
73257-80-4	
732983-37-8(D2 Roche)	
74772-78-4	10198397
7548-13-2	93051
7548-13-2	5275507
7614-21-3	5281365
761437-28-9(D2 Roche)	
76180-96-6	53462
7646-79-9	24288
77-LH-28-1	10236758
77238-39-2	56841897
7724-15-4	82178
7786-34-7	5355863
79707-12-3	10397869
79786-08-6	73179
7H-Dibenzo[c,g]carbazole	9134
7H-Pyrrolo[3,2-f]quinazoline-1,3-diamine	334409
7a-methyl-1a-(3,7,11,15-tetramethylhexadec-2-enyl)naphtho[2,3-b]oxirene-2,7-dione	
7alpha-Hydroxy-4-cholesten-3-one	123743
7alpha-Hydroxycholesterol	107722
8-(3-Bromobenzyloxy)caffeine	46232852
8-(3-Chlorobenzyloxy)caffeine	46232851
8-(3-Fluorobenzyloxy)caffeine	46232853
8-(3-Methoxybenzyloxy)caffeine	658198
8-(3-Methylbenzyloxy)caffeine	46232855
8-(3-nitrophenyl)-6-(pyridin-4-ylmethyl)quinoline	9819356
8-(Diethylamino)octyl 3,4,5-trimethoxybenzoate	5494
8-(hydroxymethylamino)octan-1-ol	
8-(p-Sulfophenyl)theophylline	1908
8-AZAGUANINE	135403646
8-Acetylneosolaniol	13879996
8-Aminoguanine	135421887
8-Aminoguanosine	135518164
8-Anilino-1-naphthalenesulfonic acid	1369
8-Azido-ATP	2735431
8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-	448968
8-Benzyloxycaffeine	223566
8-Bromo-cAMP, Na	
8-Bromoadenine	81457
8-Bromoadenosine 5'-(dihydrogen phosphate)	168120
8-Bromocyclic GMP	135419186
8-HYDROXYQUINOLINE	1923
8-Hydroxy-5-((R)-1-hydroxy-2-(((R)-1-(4-methoxyphenyl)propan-2-yl)amino)ethyl)quinolin-2(1H)-one	63952
8-Hydroxyguanine	135420630
8-Hydroxyloxapine	43655
8-Hydroxyoctanoic acid	69820
8-Hydroxywarfarin	54697550
8-IODO-GUANINE	135431972
8-Methoxy-2-oxo-2H-chromene-3-carboxylic acid	234562
8-Methyltheophylline	95030
8-OH-Dpat	1220
8-OH-MANZAMINE A	
8-Oxo-8-phenyloctanoic acid	298878
8-Oxo-dG	135440064
8-Pcpt-cgmp	135445697
8-Pcpt-cgmp	135445696
8-Phenyltheophylline	1922
8-Prenylapigenin	10246505
8-Prenylnaringenin	480764
8-[(3-Trifluoromethyl)benzyloxy]caffeine	46232854
8-aza-DADMe-ImmH	
8-azaguanine_HL60_DOWN	
8-azaguanine_HL60_UP	
8-azaguanine_MCF7_DOWN	
8-azaguanine_MCF7_UP	
8-azaguanine_PC3_DOWN	
8-azaguanine_PC3_UP	
8-benzylnaringenin	44418733
8-benzylnaringenin	16094545
8-carboxamidocyclazocine	10086063
8-epi-PGF2alpha	5282263
8-hydroxyeicosatetraenoic acid	
8-iso Prostaglandin A2	35020890
8-methylnaringenin	44418717
8-methylnaringenin	16094542
8-n-heptylnaringenin	44418724
8-n-nonylnaringenin	44418725
8-n-pentylnaringenin	44418723
8-n-propylnaringenin	44418722
8-n-undecylnaringenin	44418726
8-prenylquercetin	9799499
81078-84-4	2794808
81103-11-9	84029
81765-97-1	290237
82947-63-5	134125
83209-65-8	13889849
83209-65-8	90477515
83209-65-8	107864
83209-65-8	23724535
83532-37-0	6439663
841290-80-0(D2 Roche)	
84625-61-6	55283
84625-61-6	3793
84625-61-6	6917738
84625-61-6	14179013
84625-61-6	14179008
84625-61-6	45039617
852536-39-1	11151778
853910-02-8	24882589
864445-43-2	44397540
866933-46-2	53297466
866933-46-2	11842633
866933-46-2	72959086
86701-10-2	6379314
870843-42-8	11560787
873837-23-1	46930994
875639-71-7(D2 Roche)	
877400-66-3(D2 Roche)	
88-26-6	6929
88352-44-7	139577
88373-73-3	104787
88373-73-3	14679811
88373-73-3	14679813
88373-73-3	122173045
88373-73-3	137968081
895155-26-7	11584525
8R-hydroxylobelane	10782198
8R-lisuride	11957615
8S-hydroxylobelane	44416452
9'-cis-Neoxanthin	5282217
9(S)-HODE	5312830
9,10-DIMETHYLANTHRACENE	13076
9,10-Dihydrobenzo(a)pyrene	28597
9,10-Phenanthrenequinone	6763
9,12-Octadecadienoic acid	3931
9,12-Octadecadienoic acid	5280450
9,12-Octadecadienoic acid	5282457
9,12-Octadecadienoic acid	5282797
9,9,9-Trifluoro-8-Oxo-N-Phenylnonanamide	9882812
9-(2-Phosphonomethoxypropyl)adenine	64987
9-(4-HYDROXYPHENYL)-2,7-PHENANTHROLINE	447874
9-(5,5-DIFLUORO-5-PHOSPHONOPENTYL)GUANINE	135460987
9-(5-o-{hydroxy[(hydroxy{[hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl)oxy]phosphoryl}pentofuranosyl)-9h-purin-6-amine	
9-Acridinamine	7019
9-Acridinethiol	
9-Amino-6-chloro-2-methoxyacridine	19080
9-Anthracenemethanol	73848
9-Anthraldehyde	69504
9-Anthroic acid	2201
9-BUTYL-8-(3-METHOXYBENZYL)-9H-PURIN-6-AMINE	5289228
9-BUTYL-8-(4-METHOXYBENZYL)-9H-PURIN-6-AMINE	5289227
9-Bromoellipticine	97080
9-Cyclobutyladenine	452612
9-Deazaguanine	135461003
9-Ethyladenine	7
9-Ethynylphenanthrene	182098
9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	3003
9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	21140858
9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	5743
9-Hydroxycamptothecin	135403790
9-Hydroxyellipticine	91643
9-METHYLANTHRACENE	13068
9-Methoxyellipticine	72512
9-N-methyl-8-methoxy-manzamine A	23643639
9-Octadecenamide	1930
9-Octadecenamide	5353370
9-Octadecenamide	5283387
9-Octadecynoic acid	68167
9-Phenanthrenol	10229
9-deazainosine	135483765
9-propan-2-ylpurin-6-amine	414707
9-propyl-9h-purin-6-amine	247436
9001-31-4	439199
90417-38-2	135398517
914458-31-4	44418331
914458-39-2	44418355
929095-18-1	15983966
936487-67-1	66577114
936487-67-1	77147259
939-90-2	237413
944261-79-4	16038374
944396-07-0	16654980
947303-87-9	23661637
96-69-5	7308
98437-23-1	2359
99125-17-4	160337
9H-Carbazole, 2-methyl-	19290
9H-Carbazole-2-carboxaldehyde	12169810
9H-Carbazole-3-carbaldehyde	504067
9H-Purin-6-amine, 9-(1-methylethyl)-N-(phenylmethyl)-	10730551
9H-Purin-6-amine, 9-butyl-	75929
9H-beta-carboline-3-carboxylic acid	173262
9h-purin-6-amine, 9-[5-o-[[[[4-[[3-[[2-(acetylthio)ethyl]amino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]hydroxyphosphinyl]oxy]hydroxyphosphinyl]-3-o-phosphonopentofuranosyl]-	
A 77636	6603703
A-119637	9890547
A-123189	9891167
A-131701	10527469
A-286982	9846729
A-313326	23646371
A-315456	6603710
A-317491	9829395
A-348441	9854142
A-349821	71587762
A-349821	44275807
A-349821	9954017
A-357300	448285
A-357300	22487040
A-357300	101846962
A-443654	10172943
A-443654(D2 MRC)	
A-62176	10474948
A-674563(D2 Kinome Scan)	
A-690344	9806160
A-70108	122324
A-740003	11351968
A-740003	23232014
A-740003	72812793
A-740003	76967808
A-769662(D2 MRC)	
A-770041	9549184
A-770041(D2 Roche)	
A-83-01(D2 MRC)	
A-846714	25130235
A-987306	44538833
A-987306	25109291
A443654(D2 LINCS)	
A71378	5489450
AA-5-HT	10027372
AAL-993	6398883
AB-1010(D2 Kinome Scan)	
ABIETIC ACID	10569
ABSCISIC ACID	5375199
ABSCISIC ACID	5280896
ABSCISIC ACID	5375200
ABSCISIC ACID	287291
ABSCISIC ACID	643732
ABSCISIC ACID	5702609
ABSCISIC ACID	131954763
ABT-100	6451154
ABT-102	11256560
ABT-279	16049769
ABT-341	11974440
ABT-341	91895876
ABT-510	6918562
ABT-670	16094676
ABT-737	11228183
ABT-751	3035714
ABT-839	447312
ABT-869(D2 Kinome Scan)	
AC-(D)PHE-PRO-BOROHOMOLYS-OH	5288066
AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH	5288067
AC-(D)PHE-PRO-BOROLYS-OH	5288064
AC-42	9948320
AC1L1BQO	
AC1L1DD3	
AC1L1E5K	
AC1L1EVQ	
AC1L1FUW	
AC1L1FW8	
AC1L1GZN	
AC1L1I3Y	
AC1L1IGG	
AC1L1KON	
AC1L1WKQ	
AC1L27WO	
AC1L2SUW	
AC1L2XE8	
AC1L30XJ	
AC1L338E	
AC1L3WNB	
AC1L41SZ	
AC1L42OU	
AC1L57IE	
AC1L79EZ	
AC1L9B14	
AC1L9JAL	
AC1L9NSS	
AC1LAXDT	
AC1LCV7M	
AC1LE3DF	
AC1LELZ5	
AC1LEORR	
AC1LEPBR	
AC1MBZ83	
AC1N4RYA	
AC1NBQIC	
AC1NCCOG	
AC1NQWGT	
AC1NR2UR	
AC1NRB3Z	
AC1NRB45	
AC1NRCGS	
AC1NRCOO	
AC1NRDG1	
AC1NRDMD	
AC1NSJPW	
AC1NSJTT	
AC1NSZGN	
AC1NUFJX	
AC1NUPCX	
AC1NUQQD	
AC1NUSLN	
AC1NV2R7	
AC1O4QIO	
AC1O4QIW	
AC1O5G9Y	
AC1O5PIN	
AC1O5PKE	
AC1O5QSE	
AC1O5RRZ	
AC1O6FAJ	
AC1O6SNF	
AC1O7GKN	
AC1O8F8Y	
AC1OCEM5	
AC1OCF0J	
AC1OCF6H	
AC1OCF7X	
AC1OCFD2	
AC1OCFEW	
AC1OYT5J	
AC220(D2 Kinome Scan)	
ACADESINE	17513
ACARBOSE DERIVED HEXASACCHARIDE	449167
ACARBOSE DERIVED HEXASACCHARIDE	46936851
ACENAPHTHENE	6734
ACENAPHTHYLENE	9161
ACENOCOUMAROL	54676537
ACETIC ANHYDRIDE	7918
ACETONITRILE	6342
ACETOPHENAZINE	17676
ACETOPHENONE	7410
ACETYL TRIBUTYL CITRATE	6505
ACETYLCHOLINE CHLORIDE	6060
ACETYLTHIOCHOLINE	20544
ACHP	135465539
ACIFRAN	51576
ACIPIMOX	5310993
ACMC-20muar	
ACMC-20mvek	
ACMC-20n5ad	
ACRISORCIN	24144
ACRIVASTINE	5284514
ACROLEIN	7847
ACRYLAMIDE	6579
ACRYLIC ACID	6581
ACRYLONITRILE	7855
ACTINOPLANIC ACID A	10102380
ACV & Triapine	135434948
AD 198	117072592
ADAMANTANE	9238
ADAPALENE	60164
ADEFOVIR	60172
ADEFOVIR DIPIVOXIL	60871
ADENOSINE MONOTUNGSTATE	5287674
ADENOSINE MONOTUNGSTATE	46936368
ADINAZOLAM	37632
ADRENOSTERONE	223997
AEE 788	10297043
AEKKDEGPYRMEHFRWGSPPKD	16135998
AFLATOXIN B1	186907
AFLATOXIN G1	14421
AFLATOXIN G1	2724361
AFLATOXIN G1	15939117
AFLATOXIN G1	13879573
AFLATOXIN M1	15558498
AG 1478(D2 RBC)	
AG 2034	135465775
AG 213	667601
AG-012559_MCF7_DOWN	
AG-012559_MCF7_UP	
AG-012559_PC3_DOWN	
AG-012559_PC3_UP	
AG-013608_MCF7_DOWN	
AG-013608_PC3_DOWN	
AG-013608_PC3_UP	
AG-013736(D2 Kinome Scan)	
AG-028671_MCF7_DOWN	
AG-028671_MCF7_UP	
AG-028671_PC3_DOWN	
AG-028671_PC3_UP	
AG-G-31138	
AG-G-93379	1492348
AG1296 (Tyrphostin)(D2 MRC)	
AG1478 (Tyrphostin)(D2 MRC)	
AG1478(D2 LINCS)	
AG3340	466151
AG879 (Tyrphostin)(D2 MRC)	
AGELADINE A	10089677
AGN-34	9887925
AGN-PC-001QK8	
AGN-PC-001QKA	
AGN-PC-001QKE	
AGN-PC-001UB2	
AGN-PC-002LXJ	
AGN-PC-002LXM	
AGN-PC-003JEI	
AGN-PC-004VN5	
AGN-PC-0052SD	
AGN-PC-008MPF	
AGN-PC-008W4M	
AGN-PC-00AHYN	
AGN-PC-00AYHI	
AGN-PC-00BFFJ	
AGN-PC-00BKG8	
AGN-PC-00BUNE	
AGN-PC-00C2AX	
AGN-PC-00CAVS	
AGN-PC-00CFAL	
AGN-PC-00CFMU	
AGN-PC-00CH2H	
AGN-PC-00CIUN	
AGN-PC-00CQIC	
AGN-PC-00CQO7	
AGN-PC-00CQQ4	
